1	12.6	20.9715
2	12.6	6.68928
Back	12.6	24.0435
1	12.7	20.9715
2	12.7	15.0509
Back	12.7	23.7978
1	12.8	22.0365
2	12.8	20.8678
Back	12.8	22.2822
1	12.9	22.2003
2	12.9	21.0125
Back	12.9	21.9955
1	13	21.2173
2	13	20.9715
Back	13	22.9786
1	13.1	21.545
2	13.1	20.9715
Back	13.1	22.6509
1	13.2	21.4221
2	13.2	21.1354
Back	13.2	22.7738
1	13.3	21.4221
2	13.3	21.7498
Back	13.3	22.7738
1	13.4	21.6269
2	13.4	21.7498
Back	13.4	22.569
1	13.5	21.1763
2	13.5	21.9546
Back	13.5	23.0195
1	13.6	21.3402
2	13.6	21.9546
Back	13.6	22.8557
1	13.7	21.6269
2	13.7	21.504
Back	13.7	22.569
1	13.8	21.7088
2	13.8	21.8726
Back	13.8	22.487
1	13.9	21.7907
2	13.9	21.7088
Back	13.9	22.3642
1	14	22.0774
2	14	21.9136
Back	14	22.1184
1	14.1	22.1184
2	14.1	21.8317
Back	14.1	22.0365
1	14.2	21.9546
2	14.2	21.3402
Back	14.2	22.2822
1	14.3	21.9546
2	14.3	22.0774
Back	14.3	22.2822
1	14.4	21.545
2	14.4	21.6678
Back	14.4	22.6918
1	14.5	21.6269
2	14.5	21.3402
Back	14.5	22.569
1	14.6	21.5859
2	14.6	21.4221
Back	14.6	22.6099
1	14.7	21.2992
2	14.7	20.9715
Back	14.7	22.8966
1	14.8	21.4221
2	14.8	21.2173
Back	14.8	22.7738
1	14.9	21.5859
2	14.9	21.2992
Back	14.9	22.6509
1	15	21.6269
2	15	21.8726
Back	15	22.528
1	15.1	21.2582
2	15.1	21.6678
Back	15.1	22.9376
1	15.2	21.6269
2	15.2	21.9136
Back	15.2	22.569
1	15.3	21.4221
2	15.3	21.7498
Back	15.3	22.7738
1	15.4	21.6678
2	15.4	21.504
Back	15.4	22.487
1	15.5	21.7498
2	15.5	22.1184
Back	15.5	22.4461
1	15.6	21.6269
2	15.6	21.7498
Back	15.6	22.569
1	15.7	21.9136
2	15.7	21.6269
Back	15.7	22.2822
1	15.8	22.0774
2	15.8	21.463
Back	15.8	22.1184
1	15.9	21.5859
2	15.9	21.6269
Back	15.9	22.6099
1	16	21.7907
2	16	21.6269
Back	16	22.4461
1	16.1	22.1184
2	16.1	21.9546
Back	16.1	22.0774
1	16.2	21.3402
2	16.2	22.4051
Back	16.2	22.8966
1	16.3	21.7907
2	16.3	20.8486
Back	16.3	22.4051
1	16.4	21.2582
2	16.4	21.1763
Back	16.4	22.9376
1	16.5	21.6678
2	16.5	21.2992
Back	16.5	22.528
1	16.6	21.6269
2	16.6	21.4221
Back	16.6	22.569
1	16.7	21.6269
2	16.7	21.9136
Back	16.7	22.569
1	16.8	21.2992
2	16.8	21.2173
Back	16.8	22.8966
1	16.9	21.504
2	16.9	21.5859
Back	16.9	22.6918
1	17	21.2582
2	17	21.9955
Back	17	22.9376
1	17.1	21.7907
2	17.1	21.7088
Back	17.1	22.4051
1	17.2	21.5859
2	17.2	21.7498
Back	17.2	22.569
1	17.3	21.8317
2	17.3	21.6678
Back	17.3	22.3642
1	17.4	21.5859
2	17.4	21.7907
Back	17.4	22.6099
1	17.5	21.6678
2	17.5	21.8726
Back	17.5	22.528
1	17.6	21.9136
2	17.6	21.6678
Back	17.6	22.2822
1	17.7	21.8726
2	17.7	21.3402
Back	17.7	22.3642
1	17.8	21.7498
2	17.8	21.7907
Back	17.8	22.4461
1	17.9	21.9136
2	17.9	21.463
Back	17.9	22.2822
1	18	21.504
2	18	21.8317
Back	18	22.7328
1	18.1	21.463
2	18.1	21.5859
Back	18.1	22.7328
1	18.2	21.7907
2	18.2	21.3811
Back	18.2	22.3642
1	18.3	21.463
2	18.3	21.3811
Back	18.3	22.7738
1	18.4	21.463
2	18.4	21.3811
Back	18.4	22.7328
1	18.5	21.7088
2	18.5	21.9546
Back	18.5	22.4461
1	18.6	21.545
2	18.6	21.7498
Back	18.6	22.6509
1	18.7	21.463
2	18.7	21.9955
Back	18.7	22.7328
1	18.8	21.545
2	18.8	21.463
Back	18.8	22.6509
1	18.9	21.4221
2	18.9	21.7088
Back	18.9	22.7738
1	19	21.6678
2	19	21.1354
Back	19	22.528
1	19.1	21.7088
2	19.1	22.0365
Back	19.1	22.487
1	19.2	21.7498
2	19.2	21.6269
Back	19.2	22.4461
1	19.3	21.545
2	19.3	21.4221
Back	19.3	22.6509
1	19.4	21.7498
2	19.4	21.6678
Back	19.4	22.4461
1	19.5	22.0365
2	19.5	21.7088
Back	19.5	22.2003
1	19.6	21.7498
2	19.6	21.8317
Back	19.6	22.4461
1	19.7	21.6678
2	19.7	22.2822
Back	19.7	22.528
1	19.8	21.6269
2	19.8	20.8486
Back	19.8	22.6099
1	19.9	21.1354
2	19.9	21.7088
Back	19.9	23.0605
1	20	21.6678
2	20	20.9715
Back	20	22.528
1	20.1	7.65952
2	20.1	31.9898
Back	20.1	35.84
2	20.2	42.025
Back	20.2	42.4346
2	20.3	41.6563
Back	20.3	42.0659
2	20.4	42.0659
Back	20.4	41.8202
2	20.5	41.8611
Back	20.5	41.5334
2	20.6	40.96
Back	20.6	43.1309
2	20.7	42.6394
Back	20.7	41.7792
2	20.8	42.6394
Back	20.8	41.6563
2	20.9	42.6803
Back	20.9	42.3936
2	21	41.0419
Back	21	41.1238
2	21.1	43.1718
Back	21.1	42.025
2	21.2	42.8032
Back	21.2	42.2298
2	21.3	43.2947
Back	21.3	39.6493
2	21.4	42.7213
Back	21.4	42.1478
2	21.5	42.5574
Back	21.5	42.3117
2	21.6	42.3936
Back	21.6	42.7213
2	21.7	41.8202
Back	21.7	42.1069
2	21.8	43.2128
Back	21.8	41.4925
2	21.9	42.3526
Back	21.9	42.025
2	22	42.4755
Back	22	42.967
2	22.1	41.3286
Back	22.1	42.025
2	22.2	42.1478
Back	22.2	41.6973
2	22.3	42.1069
Back	22.3	41.8611
2	22.4	41.4106
Back	22.4	43.1309
2	22.5	42.3526
Back	22.5	42.7213
2	22.6	42.9261
Back	22.6	42.8032
2	22.7	42.5165
Back	22.7	42.1888
2	22.8	41.6154
Back	22.8	41.5334
2	22.9	41.984
Back	22.9	42.1888
2	23	41.3286
Back	23	42.4346
2	23.1	42.8851
Back	23.1	43.1309
2	23.2	41.8202
Back	23.2	43.0899
2	23.3	42.3117
Back	23.3	41.2467
2	23.4	42.0659
Back	23.4	41.6563
2	23.5	42.1888
Back	23.5	42.3526
2	23.6	42.4346
Back	23.6	42.8032
2	23.7	42.3526
Back	23.7	42.3936
2	23.8	42.2298
Back	23.8	42.7622
2	23.9	42.3936
Back	23.9	42.5165
2	24	42.4346
Back	24	42.4346
2	24.1	42.1888
Back	24.1	41.9021
2	24.2	43.2128
Back	24.2	42.5165
2	24.3	42.8442
Back	24.3	41.8611
2	24.4	42.9261
Back	24.4	42.1069
2	24.5	42.8032
Back	24.5	42.4346
2	24.6	42.8032
Back	24.6	42.7622
2	24.7	42.3117
Back	24.7	42.2298
2	24.8	42.7622
Back	24.8	42.4346
2	24.9	42.025
Back	24.9	42.9261
2	25	41.7792
Back	25	42.6394
2	25.1	42.9261
Back	25.1	4.54656
2	25.2	43.8272
2	25.3	42.3117
2	25.4	43.4176
2	25.5	43.7043
2	25.6	43.0899
2	25.7	44.1958
2	25.8	43.6224
2	25.9	45.2198
2	26	45.2608
2	26.1	45.2198
2	26.2	45.2198
2	26.3	43.991
2	26.4	44.1139
2	26.5	44.1139
2	26.6	42.4755
2	26.7	45.2198
2	26.8	44.073
2	26.9	43.6634
2	27	43.1309
2	27.1	43.991
2	27.2	44.6464
2	27.3	44.4826
2	27.4	43.2947
2	27.5	44.1139
2	27.6	45.2198
2	27.7	45.2198
2	27.8	45.2608
2	27.9	45.2198
2	28	45.2198
2	28.1	5.89824
