0	1
1	1.0001
2	1.0002
3	1.0003
4	1.0004
5	1.0005
6	1.0006
7	1.0007
8	1.0008
9	1.0009
10	1.1087
11	1.1088
12	1.121
13	1.1211
14	1.1212
15	1.1213
16	1.1214
17	1.1215
18	1.1216
19	1.1612
20	1.1763
21	1.2298
22	1.2299
23	1.23
24	1.2349
25	1.235
26	1.2351
27	1.2352
28	1.2353
29	1.2354
30	1.3366
31	1.3403
32	1.3404
33	1.3405
34	1.3406
35	1.3471
36	1.3472
37	1.3473
38	1.3957
39	1.3958
40	1.4541
41	1.4542
42	1.4543
43	1.4545
44	1.4546
45	1.4547
46	1.50279
47	1.50289
48	1.50299
49	1.55609
50	1.55619
51	1.55629
52	1.56789
53	1.56799
54	1.56809
55	1.56819
56	1.56829
57	1.66319
58	1.66329
59	1.66479
60	1.66489
61	1.66499
62	1.66509
63	1.66519
64	1.66529
65	1.66539
66	1.72859
67	1.82349
68	1.82359
69	1.82519
70	1.82559
71	1.82569
72	1.82579
73	1.82589
74	1.82599
75	1.82609
76	1.83549
77	1.85029
78	1.93749
79	1.93759
80	1.93769
81	1.93779
82	1.95749
83	1.95759
84	1.95769
85	1.95779
86	1.95789
87	1.95799
88	2.06989
89	2.07009
90	2.07019
91	2.07029
92	2.07039
93	2.07049
94	2.07059
95	2.07069
96	2.11829
97	2.11839
98	2.17859
99	2.17869
100	2.17879
101	2.17889
102	2.17899
103	2.23079
104	2.23089
105	2.23099
106	2.23109
107	2.23119
108	2.23129
109	2.28559
110	2.28729
111	2.28899
112	2.29069
113	2.33949
114	2.33959
115	2.33969
116	2.33979
117	2.39159
118	2.39169
119	2.39429
120	2.39439
121	2.39479
122	2.44829
123	2.44839
124	2.44849
125	2.50008
126	2.50018
127	2.50198
128	2.50208
129	2.50218
130	2.50228
131	2.55508
132	2.60718
133	2.60728
134	2.60738
135	2.60748
136	2.60758
137	2.66258
138	2.66268
139	2.66278
140	2.66288
141	2.66298
142	2.71588
143	2.71598
144	2.71608
145	2.71618
146	2.76788
147	2.77128
148	2.77138
149	2.77148
150	2.82328
151	2.82338
152	2.82348
153	2.82358
154	2.82368
155	2.82378
156	2.87828
157	2.87838
158	2.87848
159	2.87858
160	2.93198
161	2.93208
162	2.98398
163	2.98408
164	2.98418
165	2.98428
166	2.98438
167	2.98448
168	2.99038
169	2.99048
170	3.09238
171	3.09248
172	3.09448
173	3.09458
174	3.09468
175	3.10308
176	3.10318
177	3.10328
178	3.10338
179	3.10348
180	3.20108
181	3.20118
182	3.20128
183	3.20618
184	3.20628
185	3.20638
186	3.21348
187	3.21358
188	3.26378
